Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
707,Landon Slaggert,21,CHI,LW,16,1,3,4,1,4,0.3,1,0,0,0,3,0,0,14,7.1,180,11:16,6,16,0,5,0.0,slaggla01
708,Givani Smith,25,SJS,RW,36,1,3,4,-13,40,-0.3,1,0,0,0,3,0,0,31,3.2,281,7:49,12,87,2,3,40.0,smithgi01
709,Spencer Stastney,24,NSH,D,20,2,2,4,9,4,1.5,2,0,0,1,2,0,0,11,18.2,320,15:59,29,2,0,0,,stastsp01
710,Akil Thomas,24,LAK,C,7,3,1,4,0,2,0.6,3,0,0,1,1,0,0,9,33.3,61,8:44,3,8,4,6,40.0,thomaak01
711,Alex Turcotte,22,LAK,C,20,1,3,4,5,6,0.4,1,0,0,0,3,0,0,14,7.1,186,9:17,10,7,21,21,50.0,turcoal02
712,Austin Watson,32,TBL,LW,33,2,2,4,2,93,0.3,2,0,0,0,2,0,0,17,11.8,240,7:16,20,85,0,4,0.0,watsoau01
713,Maxwell Willman,28,NJD,C,18,3,1,4,1,2,0.5,3,0,0,1,1,0,0,17,17.6,150,8:20,7,23,2,4,33.3,willmma01
714,Alexander Alexeyev,24,WSH,D,39,1,2,3,-8,6,0.5,1,0,0,0,2,0,0,20,5.0,534,13:42,59,48,0,0,,alexeal01
715,Uvis Balinskis,27,FLA,D,26,1,2,3,0,8,0.8,1,0,0,0,2,0,0,22,4.5,367,14:06,15,33,0,0,,balinuv01
716,Rourke Chartier,27,OTT,C,37,2,1,3,-4,14,-0.3,2,0,0,1,1,0,0,40,5.0,398,10:46,11,32,154,142,52.0,chartro01
717,Louis Crevier,22,CHI,D,24,0,3,3,-16,4,-0.2,0,0,0,0,3,0,0,18,0.0,376,15:41,50,30,0,0,,crevilo01
718,Angus Crookshank,24,OTT,LW,13,2,1,3,-3,4,0.2,2,0,0,1,1,0,0,20,10.0,131,10:07,8,20,0,0,,crookan01
719,Marc Del Gaizo,24,NSH,D,9,0,3,3,2,2,0.5,0,0,0,0,3,0,0,8,0.0,148,16:28,10,20,0,0,,delgama01
720,Trey Fix-Wolansky,24,CBJ,RW,11,2,1,3,0,2,0.3,2,0,0,0,1,0,0,17,11.8,121,10:59,6,11,0,1,0.0,fixwotr01
721,Liam Foudy,23,TOT,C,13,0,3,3,-2,2,0.0,0,0,0,0,3,0,0,7,0.0,130,9:59,4,8,0,0,,foudyli01
722,James Hamblin,24,EDM,F,31,2,1,3,3,0,0.2,2,0,0,0,1,0,0,18,11.1,246,7:55,21,14,81,79,50.6,hamblja01
723,Vinnie Hinostroza,29,PIT,C,14,1,2,3,-3,4,0.0,1,0,0,0,2,0,0,27,3.7,137,9:45,7,11,4,6,40.0,hinosvi01
724,Steven Lorentz,27,FLA,C,38,1,2,3,-9,10,-0.5,1,0,0,1,2,0,0,30,3.3,334,8:47,14,70,68,71,48.9,lorenst01
725,Tristan Luneau,20,ANA,D,7,1,2,3,1,4,0.6,1,0,0,0,2,0,0,11,9.1,125,17:52,4,9,0,0,,luneatr01
726,Kurtis MacDermid,29,TOT,D,45,2,1,3,4,73,0.9,2,0,0,1,1,0,0,16,12.5,217,4:50,11,83,2,0,100.0,macdeku01
727,Zack MacEwen,27,OTT,C,30,2,1,3,-4,57,0.0,2,0,0,1,1,0,0,17,11.8,192,6:24,7,55,21,13,61.8,macewza01
728,Brock McGinn,29,ANA,LW,24,1,2,3,-5,4,-0.2,1,0,0,0,2,0,0,24,4.2,266,11:05,11,37,5,7,41.7,mcginbr01
729,Ben Meyers,25,TOT,F,23,1,2,3,-4,6,-0.2,1,0,0,0,2,0,0,12,8.3,233,10:07,3,34,43,53,44.8,meyerbe01
730,Jakob Pelletier,22,CGY,LW,13,1,2,3,1,2,0.2,1,0,0,1,2,0,0,9,11.1,121,9:16,3,10,4,4,50.0,pelleja01
731,Sheldon Rempal,28,VEG,RW,9,2,1,3,-2,4,0.3,1,1,0,0,1,0,0,16,12.5,90,9:58,3,0,0,0,,rempash01
732,Anthony Richard,27,BOS,C,9,1,2,3,0,2,0.2,1,0,0,0,2,0,0,6,16.7,95,10:36,5,25,0,1,0.0,richaan01
733,Jonas Røndbjerg,24,VEG,RW,20,1,2,3,2,0,0.1,1,0,0,0,2,0,0,25,4.0,226,11:17,10,7,0,1,0.0,rondbjo01
734,Mason Shaw,25,MIN,C,20,1,2,3,0,34,0.1,1,0,0,0,2,0,0,21,4.8,164,8:11,6,29,7,1,87.5,shawma01
735,Ilya Solovyov,23,CGY,D,10,0,3,3,-3,4,0.2,0,0,0,0,2,0,1,10,0.0,159,15:54,17,14,0,0,,solovil01
736,Mitchell Stephens,26,MTL,C,23,2,1,3,2,4,0.2,2,0,0,0,1,0,0,16,12.5,208,9:03,7,8,75,60,55.6,stephmi01
737,Nikita Alexandrov,23,STL,C,23,0,2,2,-4,4,-0.2,0,0,0,0,2,0,0,15,0.0,196,8:32,7,29,37,54,40.7,alexani01
738,Ronald Attard,24,PHI,D,12,0,2,2,1,6,0.5,0,0,0,0,2,0,0,14,0.0,185,15:23,14,22,0,0,,attarro01
739,Adam Beckman,22,MIN,LW,11,0,2,2,-2,12,0.0,0,0,0,0,2,0,0,10,0.0,103,9:24,3,13,0,0,,beckmad01
740,Matt Benning,29,SJS,D,14,0,2,2,-5,14,0.2,0,0,0,0,2,0,0,13,0.0,259,18:29,29,19,0,0,,bennima01
741,Brandon Biro,25,BUF,F,5,2,0,2,0,0,0.3,2,0,0,0,0,0,0,2,100.0,54,10:51,2,0,11,12,47.8,birobr01
742,Philip Broberg,22,EDM,D,12,0,2,2,-3,0,0.1,0,0,0,0,1,1,0,6,0.0,139,11:37,10,4,0,0,,brobeph01
743,Jake Christiansen,24,CBJ,D,12,0,2,2,-5,2,-0.1,0,0,0,0,2,0,0,7,0.0,159,13:13,15,10,0,0,,chrisja01
744,Maxwell Crozier,23,TBL,D,13,0,2,2,-2,7,0.2,0,0,0,0,2,0,0,13,0.0,168,12:56,11,16,0,0,,crozima01
745,Kirby Dach,23,MTL,C,2,0,2,2,2,0,0.2,0,0,0,0,2,0,0,3,0.0,26,13:01,0,3,3,5,37.5,dachki01
746,Adam Edstrom,23,NYR,C,11,2,0,2,2,2,0.3,2,0,0,0,0,0,0,7,28.6,93,8:25,2,30,0,0,,edstrad01
747,Simon Edvinsson,20,DET,D,16,1,1,2,0,4,0.5,1,0,0,0,1,0,0,13,7.7,292,18:15,25,26,0,0,,edvinsi01
748,Adam Erne,28,EDM,LW,24,1,1,2,0,9,0.0,1,0,0,0,1,0,0,13,7.7,188,7:49,5,68,4,5,44.4,ernead01
749,Collin Graf,21,SJS,F,7,0,2,2,-4,0,-0.1,0,0,0,0,1,1,0,7,0.0,116,16:36,7,5,0,0,,grafco01
750,Benoit-Olivier Groulx,23,ANA,C,45,0,2,2,-9,22,-1.0,0,0,0,0,2,0,0,32,0.0,548,12:11,30,101,121,154,44.0,groulbe01
751,Denis Gurianov,26,TOT,RW,18,1,1,2,4,0,0.1,1,0,0,0,1,0,0,26,3.8,220,12:13,6,14,0,0,,guriade01
752,Daniil Gushchin,21,SJS,LW,4,1,1,2,-2,0,0.1,1,0,0,0,1,0,0,4,25.0,59,14:41,7,2,0,1,0.0,gushcda01
753,Santeri Hatakka,23,NJD,D,12,0,2,2,5,4,0.7,0,0,0,0,2,0,0,12,0.0,176,14:39,12,14,0,0,,hataksa01
754,Matthew Highmore,27,OTT,LW,7,0,2,2,0,0,0.1,0,0,0,0,2,0,0,1,0.0,54,7:43,4,3,2,2,50.0,highmma01
755,Lane Hutson,19,MTL,D,2,0,2,2,-2,0,0.1,0,0,0,0,2,0,0,3,0.0,45,22:43,0,1,0,0,,hutsola01
756,Cole Koepke,25,TBL,LW,9,0,2,2,0,0,0.1,0,0,0,0,2,0,0,9,0.0,60,6:42,1,23,0,0,,koepkco01
757,Milan Lucic,35,BOS,LW,4,0,2,2,-1,2,0.1,0,0,0,0,2,0,0,1,0.0,48,11:58,2,12,0,0,,lucicmi01
758,Jaycob Megna,31,CHI,D,44,0,2,2,-15,22,0.4,0,0,0,0,2,0,0,28,0.0,771,17:31,87,60,0,0,,megnaja02
759,Carson Meyer,26,CBJ,RW,14,1,1,2,-2,2,0.0,1,0,0,0,1,0,0,10,10.0,128,9:07,2,37,0,0,,meyerca01
760,Ian Mitchell,25,BOS,D,13,0,2,2,6,10,0.8,0,0,0,0,2,0,0,11,0.0,199,15:18,13,3,0,0,,mitchia01
761,Jordan Oesterle,31,CGY,D,22,0,2,2,-6,4,0.0,0,0,0,0,2,0,0,18,0.0,297,13:31,33,22,0,0,,oestejo01
762,Liam Ohgren,20,MIN,LW,4,1,1,2,0,0,0.2,1,0,0,1,1,0,0,8,12.5,58,14:31,0,2,0,2,0.0,ohgreli01
763,Nic Petan,28,MIN,C,6,0,2,2,-2,2,0.0,0,0,0,0,1,1,0,11,0.0,65,10:50,1,5,2,3,40.0,petanni01
764,Vasily Podkolzin,22,VAN,RW,19,0,2,2,-4,8,-0.3,0,0,0,0,2,0,0,20,0.0,205,10:49,3,70,3,5,37.5,podkova01
765,Vasiliy Ponomarev,21,CAR,C,2,1,1,2,1,0,0.3,1,0,0,0,1,0,0,1,100.0,19,9:41,1,0,5,4,55.6,ponomva01
766,Mikael Pyyhtia,22,CBJ,LW,17,0,2,2,-5,0,-0.4,0,0,0,0,2,0,0,22,0.0,224,13:09,20,9,1,3,25.0,pyyhtmi01
767,Matt Rempe,21,NYR,C,17,1,1,2,1,71,0.2,1,0,0,1,1,0,0,12,8.3,96,5:38,5,50,4,4,50.0,rempema01
768,Lukáš Rousek,24,BUF,RW,15,0,2,2,-1,0,-0.1,0,0,0,0,2,0,0,4,0.0,159,10:38,7,5,3,0,100.0,rouselu01
769,Jiri Smejkal,27,OTT,F,20,1,1,2,-6,4,-0.2,1,0,0,0,1,0,0,10,10.0,190,9:29,13,32,11,16,40.7,smejkji01
770,Logan Stanley,25,WPG,D,25,1,1,2,4,36,0.8,1,0,0,0,1,0,0,29,3.4,344,13:46,40,45,0,0,,stanllo01
771,Tyler Tucker,23,STL,D,26,1,1,2,1,42,0.7,1,0,0,0,1,0,0,17,5.9,324,12:27,27,64,0,0,,tuckety01
772,Riley Tufte,25,COL,LW,5,1,1,2,-2,2,0.1,1,0,0,1,1,0,0,7,14.3,56,11:07,2,8,1,1,50.0,tufteri01
773,Chris Wagner,32,COL,C,13,1,1,2,3,9,0.2,1,0,0,0,1,0,0,16,6.3,97,7:27,5,30,36,26,58.1,wagnech01
774,Nicklas Bäckström,36,WSH,C,8,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,12,0.0,116,14:34,5,2,44,40,52.4,backsni02
775,Nick Blankenburg,25,CBJ,D,12,1,0,1,1,4,0.4,1,0,0,0,0,0,0,10,10.0,195,16:13,15,21,0,0,,blankni01
776,Patrick Brown,31,BOS,C,11,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,7,0.0,97,8:50,3,25,15,18,45.5,brownpa02
777,Nikita Chibrikov,20,WPG,RW,1,1,0,1,0,0,0.2,1,0,0,1,0,0,0,3,33.3,11,11:03,0,5,0,0,,chibrni01
778,Kale Clague,25,BUF,D,3,0,1,1,0,2,0.1,0,0,0,0,1,0,0,2,0.0,37,12:16,0,1,0,0,,claguka01
779,Sam Colangelo,22,ANA,RW,3,1,0,1,0,2,0.1,1,0,0,0,0,0,0,7,14.3,38,12:33,2,3,0,0,,colansa01
780,Max Comtois,25,CAR,LW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,13,13:04,0,0,0,0,,comtoma01
781,Lukas Cormier,21,VEG,D,2,0,1,1,1,0,0.2,0,0,0,0,0,1,0,3,0.0,35,17:17,2,1,0,0,,cormilu01
782,Logan Couture,34,SJS,C,6,0,1,1,0,4,0.0,0,0,0,0,1,0,0,7,0.0,113,18:45,8,8,46,50,47.9,coutulo01
783,Austin Czarnik,31,DET,C,34,0,1,1,-3,12,-0.5,0,0,0,0,1,0,0,24,0.0,287,8:26,16,19,100,104,49.0,czarnau01
784,Luca Del Bel Belluz,20,CBJ,C,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,10,9:35,0,0,4,6,40.0,delbelu01
785,Justin Dowling,33,NJD,C,2,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,3,33.3,21,10:32,1,1,4,9,30.8,dowliju01
786,Samuel Fagemo,23,TOT,LW,8,1,0,1,-1,0,0.0,0,1,0,0,0,0,0,13,7.7,73,9:11,3,5,0,1,0.0,fagemsa01
787,Callan Foote,25,NJD,D,4,0,1,1,3,16,0.4,0,0,0,0,1,0,0,0,,59,14:46,9,3,0,0,,footeca01
788,Nolan Foote,23,NJD,LW,4,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,6,16.7,40,10:06,2,3,0,2,0.0,footeno01
789,Jean-Luc Foudy,21,COL,C,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,26,6:26,0,0,0,0,,foudyje01
790,Mark Friedman,28,VAN,D,23,0,1,1,4,21,0.6,0,0,0,0,1,0,0,16,0.0,281,12:14,35,33,0,0,,friedma01
791,Byron Froese,32,VEG,C,16,0,1,1,-2,4,-0.3,0,0,0,0,1,0,0,17,0.0,171,10:40,8,22,59,47,55.7,froesby01
792,Cutter Gauthier,20,ANA,LW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,15,15:24,0,0,0,1,0.0,gauthcu01
793,Brandon Gignac,26,MTL,C,7,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,7,14.3,82,11:39,7,5,24,29,45.3,gignabr01
794,Adam Ginning,24,PHI,D,9,1,0,1,0,0,0.4,1,0,0,0,0,0,0,6,16.7,127,14:09,9,18,0,0,,ginniad01
795,Jonathan Gruden,23,PIT,C,13,1,0,1,-2,5,-0.1,1,0,0,0,0,0,0,9,11.1,113,8:40,5,35,4,8,33.3,grudejo02
796,Hardy Haman Aktell,25,WSH,D,6,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,5,0.0,64,10:38,5,11,0,0,,hamanha01
797,Daemon Hunt,21,MIN,D,12,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,7,0.0,138,11:30,17,8,0,0,,huntda01
798,Ruslan Iskhakov,23,NYI,C,1,0,1,1,0,0,0.1,0,0,0,0,0,1,0,2,0.0,14,14:11,0,0,0,0,,iskharu01
799,Roby Jarventie,21,OTT,LW,7,0,1,1,-5,4,-0.2,0,0,0,0,1,0,0,5,0.0,53,7:31,6,5,11,24,31.4,jarvero01
800,Jan Jeník,23,ARI,RW,5,0,1,1,-1,5,0.0,0,0,0,0,1,0,0,2,0.0,42,8:23,7,6,14,16,46.7,jenikja01
801,Lucas Johansen,26,WSH,D,6,0,1,1,1,4,0.3,0,0,0,0,1,0,0,4,0.0,86,14:16,7,1,0,0,,johanlu01
802,Miloš Kelemen,24,ARI,F,10,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,5,0.0,77,7:41,3,20,1,3,25.0,kelemmi01
803,Adam Klapka,23,CGY,F,6,1,0,1,-1,19,0.1,1,0,0,0,0,0,0,4,25.0,41,6:46,3,21,0,1,0.0,klapkad01
804,Tyler Kleven,22,OTT,D,9,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,7,0.0,114,12:39,9,8,0,0,,klevety01
805,Nikolai Knyzhov,25,SJS,D,10,0,1,1,-6,6,-0.1,0,0,0,0,1,0,0,6,0.0,176,17:39,17,13,0,0,,knyzhni01
806,Rasmus Kupari,23,WPG,C,28,0,1,1,-5,4,-0.5,0,0,0,0,1,0,0,28,0.0,256,9:08,10,24,78,89,46.7,kuparra01
807,Maxime Lajoie,26,TOR,D,7,0,1,1,1,0,0.2,0,0,0,0,0,1,0,1,0.0,89,12:43,7,12,0,0,,lajoima01
808,Brad Lambert,20,WPG,C,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,14,13:51,1,0,3,4,42.9,lambebr01
809,John Leonard,25,ARI,LW,6,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,5,20.0,41,6:52,5,1,0,0,,leonajo01
810,William Lockwood,25,FLA,RW,26,0,1,1,2,16,-0.2,0,0,0,0,1,0,0,19,0.0,213,8:12,8,54,4,4,50.0,lockwwi01
811,Mackenzie MacEachern,29,STL,LW,8,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,4,0.0,63,7:52,2,10,0,0,,maceama01
812,Logan Mailloux,20,MTL,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,2,0.0,21,21:14,1,1,0,0,,mailllo01
813,Dylan McIlrath,31,WSH,D,3,0,1,1,1,5,0.2,0,0,0,0,1,0,0,1,0.0,31,10:18,1,9,0,0,,mcilrdy01
814,Marc McLaughlin,24,BOS,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,13,12:39,1,4,1,3,25.0,mclauma01
815,Waltteri Merela,25,TBL,F,19,1,0,1,2,4,0.0,1,0,0,0,0,0,0,17,5.9,187,9:49,6,32,1,3,25.0,merelwa01
816,Jacob Moverare,25,LAK,D,24,1,0,1,0,6,0.5,1,0,0,0,0,0,0,11,9.1,251,10:27,23,12,0,0,,moverja01
817,Shakir Mukhamadullin,22,SJS,D,3,0,1,1,0,4,0.2,0,0,0,0,0,1,0,5,0.0,63,21:09,11,5,0,0,,mukhash01
818,Frank Nazar,20,CHI,C,3,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,2,50.0,48,16:09,1,0,7,15,31.8,nazarfr01
819,Nikita Nesterenko,22,ANA,C,3,1,0,1,0,0,0.1,1,0,0,0,0,0,0,7,14.3,35,11:31,0,7,0,0,,nesteni02
820,Jason Polin,24,COL,F,7,1,0,1,1,2,0.1,1,0,0,0,0,0,0,6,16.7,52,7:25,1,14,1,1,50.0,polinja01
821,Aku Raty,22,ARI,RW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,12,11:45,0,2,0,0,,ratyak01
822,Calle Rosén,29,STL,D,6,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,5,0.0,76,12:40,7,2,0,0,,rosenca01
823,Ryan Shea,26,PIT,D,31,1,0,1,1,6,0.6,1,0,0,0,0,0,0,17,5.9,391,12:37,24,24,0,0,,sheary01
824,John St. Ivany,24,PIT,D,14,0,1,1,0,2,0.2,0,0,0,0,1,0,0,11,0.0,192,13:42,14,30,0,0,,stivajo01
825,Oskar Steen,25,BOS,C,34,1,0,1,-2,4,-0.4,1,0,0,0,0,0,0,24,4.2,308,9:04,19,79,0,3,0.0,steenos01
826,Jack Studnicka,24,TOT,C,22,1,0,1,-12,6,-0.6,1,0,0,0,0,0,0,20,5.0,252,11:27,11,36,61,92,39.9,studnja01
827,Egor Afanasyev,23,NSH,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,26,13:00,2,6,0,0,,afanaeg01
828,Emil Andrae,21,PHI,D,4,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,52,13:00,6,5,0,0,,andraem01
829,Tyler Angle,23,CBJ,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,17,8:20,1,5,3,6,33.3,anglety01
830,Zach Aston-Reese,29,DET,C,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,15,5:09,0,3,0,0,,astonza01
831,Arshdeep Bains,23,VAN,F,8,0,0,0,-5,6,-0.3,0,0,0,0,0,0,0,4,0.0,94,11:48,2,7,0,2,0.0,bainsar01
832,Tobias Björnfot,22,TOT,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,55,13:49,7,4,0,0,,bjornto01
833,Jackson Blake,20,CAR,RW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,15,15:18,0,0,0,0,,blakeja02
834,Anton Blidh,28,NYR,LW,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,5,5:21,0,1,0,0,,blidhan01
835,Robert Bortuzzo,34,TOT,D,27,0,0,0,0,27,0.3,0,0,0,0,0,0,0,11,0.0,371,13:44,51,38,0,0,,borturo01
836,Mavrik Bourque,22,DAL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,11,10:56,0,1,2,4,33.3,bourqma01
837,Shane Bowers,24,NJD,C,8,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,7,0.0,76,9:27,3,3,7,15,31.8,bowersh01
838,Gavin Brindley,19,CBJ,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,12:20,0,0,0,0,,brindga01
839,Callahan Burke,26,CAR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:06,0,3,0,0,,burkeca01
840,Cameron Butler,21,CBJ,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,1,0:54,0,0,0,0,,butleca01
841,Declan Carlile,23,TBL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,11,11:27,2,1,0,0,,carlide01
842,Graeme Clarke,22,NJD,RW,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,34,11:23,0,6,0,1,0.0,clarkgr01
843,Dylan Coghlan,25,CAR,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,18,17:59,3,1,0,0,,coghldy01
844,Lucas Condotta,26,MTL,F,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,23,7:30,1,5,5,5,50.0,condolu01
845,Cameron Crotty,24,ARI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,10:03,2,4,0,0,,crottca01
846,Zach Dean,21,STL,C,9,0,0,0,-4,6,-0.3,0,0,0,0,0,0,0,10,0.0,95,10:33,5,10,21,21,50.0,deanza01
847,Ethan Del Mastro,21,CHI,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,,37,18:35,0,2,0,0,,delmaet01
848,Grigori Denisenko,23,VEG,LW,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,5,0.0,65,10:51,2,14,0,0,,denisgr01
849,Pierrick Dube,23,WSH,F,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,3,0.0,28,9:20,3,2,0,1,0.0,dubepi01
850,Cale Fleury,25,SEA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,14,13:30,0,3,0,0,,fleurca01
851,Rhett Gardner,27,PHI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:28,1,1,2,0,100.0,gardnrh01
852,Adam Gaudette,27,STL,C,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,20,9:48,1,4,0,0,,gaudead01
853,Glenn Gawdin,26,ANA,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,8,7:35,1,4,2,3,40.0,gawdigl01
854,Gage Goncalves,23,TBL,C,2,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,20,9:58,0,2,0,1,0.0,goncaga01
855,Max Guenette,22,OTT,D,7,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,6,0.0,97,13:47,6,6,0,0,,guenema01
856,Robert Hägg,28,ANA,D,5,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,6,0.0,64,12:47,10,21,0,0,,haggro01
857,Brian Halonen,25,NJD,F,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,17,8:17,0,2,0,1,0.0,halonbr01
858,John Hayden,28,SEA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,6:44,1,3,1,1,50.0,haydejo01
859,Emil Heineman,22,MTL,LW,4,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,,40,9:57,1,7,0,2,0.0,heineem01
860,Akito Hirose,24,VAN,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,36,12:06,5,3,0,0,,hirosak01
861,Grant Hutton,28,NYI,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,18,8:46,1,4,0,0,,huttogr01
862,Bokondji Imama,27,OTT,LW,6,0,0,0,1,7,0.0,0,0,0,0,0,0,0,1,0.0,34,5:35,1,22,0,0,,imamabo01
863,Vincent Iorio,21,WSH,D,6,0,0,0,1,0,0.2,0,0,0,0,0,0,0,6,0.0,59,9:50,3,3,0,0,,ioriovi01
864,Marc Johnstone,27,PIT,F,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,7,7:19,0,2,1,0,100.0,johnsma04
865,Linus Karlsson,24,VAN,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,41,10:09,2,3,2,7,22.2,karlsli01
866,Philip Kemp,24,EDM,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,2,2:03,0,0,0,0,,kempph01
867,Jujhar Khaira,29,MIN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,8:05,1,1,0,2,0.0,khairju01
868,Justin Kirkland,27,ARI,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,7:14,1,5,8,4,66.7,kirklju01
869,Patrik Koch,27,ARI,D,1,0,0,0,0,10,0.0,0,0,0,0,0,0,0,1,0.0,9,9:20,1,4,0,0,,kochpa01
870,Joona Koppanen,25,PIT,LW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,31,7:49,2,3,2,8,20.0,koppajo01
871,Jiri Kulich,19,BUF,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:53,0,1,0,1,0.0,kulicji01
872,Yan Kuznetsov,21,CGY,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,12,11:58,1,0,0,0,,kuzneya01
873,Samuel Laberge,26,NJD,W,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,3:06,0,3,0,0,,labersa01
874,Raphael Lavoie,23,EDM,C,7,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0.0,51,7:17,1,13,0,2,0.0,lavoira01
875,Jake Leschyshyn,24,NYR,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,6,6:28,1,0,0,0,,leschja01
876,Kole Lind,25,SEA,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:59,0,2,0,1,0.0,lindko01
877,Oskar Lindblom,27,SJS,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,11:56,1,1,0,0,,lindbos01
878,Connor Mackey,27,NYR,D,1,0,0,0,1,5,0.1,0,0,0,0,0,0,0,1,0.0,16,16:27,3,1,0,0,,mackeco01
879,Nikolas Matinpalo,25,OTT,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,28,7:00,2,4,0,0,,matinni01
880,Max McCormick,31,SEA,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:38,0,0,0,0,,mccorma01
881,Hugh McGing,25,STL,LW,5,0,0,0,-5,0,-0.2,0,0,0,0,0,0,0,4,0.0,42,8:23,3,7,1,6,14.3,mcginhu01
882,Cole McWard,22,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,9,9:05,0,0,0,0,,mcwarco01
883,Jayson Megna,33,BOS,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,11:45,0,0,0,0,,megnaja01
884,Georgii Merkulov,23,BOS,F,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,42,10:35,4,2,6,22,21.4,merkuge01
